Twit,Tag,Num,Nombre
"Recién capture el momento justo en el que un rayo dejó sin luz a Barrio San Martín y cercanías 😱

-
-
#rayo #tormenta #cordobaargentina #Thunderbolt #epec @ElDoce @tele8noticias https://t.co/GjJo8Oi4r6",1,100216,mechi
nunca en mi vida habia visto tantos rayos asi de gigantes https://t.co/KDb8TaB3hB,0,28667,mechi
"Estoy re mil podrido de mojarme con esta lluvia, parece joda",1,12634,mechi
"""Sabrá Dios si la lluvia es bendita pal que tiene techo, o desgracia o castigo del cielo, pal desamparado""(J.L.)",0,27675,mechi
Que feliz que soy con un domingo de lluvia y con un guiso de arroz🐷,1,50271,mechi
Pero que soledad con esta lluvia,1,81445,mechi
"Que cosa hermosa la lluvia, que hermosa las tormentas y el frío. Dios no puedo ser más fan #1 porque no me da el tiempo A M O (mimo al alma dormir con el sonido de la tormenta de fondo)",0,26743,mechi
"@RelampagoEdu El Granizo en la localidad de Maria Juana, se dió el día Sabado por la tarde!!!",1,19605,mechi
"Si no llueve tengo que salir, no me queda otra",0,108625,Seba
AMO la lluvia,0,103325,Seba
"@Mica_Meira Es lo más lindo del mundo la lluvia, no sé que decís",0,80179,Seba
Con lluvia y todo nosotros viajamos igual 🤗,0,18569,Seba
"19h ClimaRafaela: Temp. 22.4 °C, Hum. 81 %, Bar. 992.1 mbar, Lluvia 25.9 mm, Viento 13.3 km/h S #Weathercloud",1,19766,Seba
"Fui al gimnasio y me estoy yendo a voley, si viene una tormenta eléctrica ya saben el porqué",0,15652,Seba
Y la lluvia?,0,9745,Seba
Lluvia ya te odio,0,37706,Seba
Quien me puede asegurar que para el 25 no llueve? Porque donde me meto la entrada de caliope? Jajajajaja dej aa,0,89765,Seba
y sera el unico que lo arrecha la lluvia ?¿ o.O,0,12914,Seba
Te amo lluvia,0,33321,Seba
@roccialejandra La cordi con lluvia,0,24807,Seba
"Tremenda lluvia, el viento a 70km/h q culiao, nada q me voy che",1,82997,Seba
"Ah, pero con Infinity War *lluvia de spoilers* https://t.co/5HZpqpzquz",0,88240,Seba
@dra_rocks @FulanaSinFiltro ojo tambien con las tormentas!!!,0,109005,Seba
"Con la cantidad de lluvia que esta pronosticado en los próximos diez días, como se atreven a organizar pool parties?",0,96301,Seba
Con esta lluvia te estaria necesitando ahora conmigo acostados abrazados y decirte cuanto te extraño..,1,62705,Seba
Esta lluvia se presta para estar con vos,1,53483,Seba
Como amo la lluvia😍,0,93651,Seba
Necesito helado con esta lluvia,1,66115,Seba
"11h Agvnet CDU: Temp. 23.4 °C, Hum. 55 %, Bar. 1005.9 hPa, Lluvia 0 mm, Viento 23.4 km/h NE #Weathercloud",0,18288,Seba
@halconada La tobillera.... recibirá descargas de rayos si hay alguna tormenta eléctrica? 🤔,0,68182,Seba
"@Marcosbordigoni Aparentemente lo querían vender a Europa, no está mal. Pero el pronóstico lo sabían. Quizás los estadios deberían estar en mejores condiciones, aunque si llueve mucho y en poco tiempo, no hay césped q aguante.
Ojalá se pueda jugar. Xq sino se vuelven infumables todos jaja",0,6188,Seba
"La lluvia y el mate se llevan muy bien 🌧😋☔️

#BuenLunes
#DescubriTuLugar https://t.co/DnYkUbCRW9",1,48912,Seba
Debería ser ilegal ir a cursar con esta Lluvia,1,15977,Seba
"Muy linda la lluvia... hermosa para mi gusto, pero que chance hay de que frene un toque hasta que vuelva de trabajar? 🧐🤔",1,25573,Seba
"7h ClimaRafaela: Temp. 16.3 °C, Hum. 51 %, Bar. 1004.4 mbar, Lluvia 0 mm, Viento 3.6 km/h E #Weathercloud",0,59117,Seba
"La concha de la yuta, pq mierda anda tan mal cablevision cuando hay tormenta",1,49858,Seba
Sentí como llueve y yo no me puedo dormir,1,2168,Seba
Semejante tormenta para que no refresque un carajo 😑,1,69248,Seba
La tormenta era más linda estando en mi casa y con mamá,1,53288,Seba
No soporto que llueva odio la lluvia parece que me bajoneara mas,0,25886,Seba
@juliansaleme lluvia de ruedas,0,73958,Seba
"#VillaMaria 16:00 hs | Temp 35.4°C Min=23.2°C (04:46) Max=35.9°C (15:46) | Hum.49 | Viento 8.6 km/h NE, Pres.979.5 hpa Lluvia   0.6 mm",0,107644,Seba
Me estoy yendo a trabajar y se larga la lluvia con todo 😩 hermosa suerte la mia 🙇🏽,1,31451,Seba
"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 34.4°C
H: 46%
ST: 37.9°C
P: 1001.9hpa
Lluvia hoy: 0.0mm",0,107831,Seba
@JGiardelli1 @Agustin_Botta1 Con esta lluvia sabes cómo va a estar mañana ?? Tenemos q salir si o si,1,18982,Seba
"escucha como llueve amigo, nas ganas de morsear de a 2 ",1,63885,Seba
"Lo mas lindo del día, irme a dormir con el sonido de la lluvia",1,17038,Seba
No se puede largar a llover ahora la puta madree. Tengo que cruzar el pueblo en bici y llueve re fuerte😭,1,94337,Seba
Dia de lluvia lo laburamos asi... https://t.co/gjq6KhBIsu,1,2481,Seba
"Esta lluvia, por favor,
Necesito estar todo el día en la cama",1,52235,Seba
Estoy sentada tranquila en el balcón viendo los rayos con los pajaritos cantando de fondo y me parece perfecto,1,59415,Seba
"Ya lo intentamos todo durante un año largo, tormentas y soledad con dolor",0,98302,Seba
El dilema de ir al gym con esta lluvia 🌧  #MondayMood,1,26044,Seba
"#VillaMaria 22:00 hs | Temp 29.0°C Min=23.0°C (05:43) Max=37.9°C (15:39) | Hum.80 | Viento 3.6 km/h E, Pres.980.1 hpa Lluvia   0.0 mm",0,99016,Seba
"¡Buen día! #BuenMiércoles, la mañana comienza con el cielo despejado☀️ después de varios días de lluvia. La temperatura actual es de 14.9°C 🌡️.
Ponete #AlDía con esta variedad y calidad de noticias auspiciadas por #SupermercadosLaReina https://t.co/zsMjCo38gQ",1,36713,Seba
Lluvia hija de mil puta,0,36069,Seba
Re piola la lluvia .😍😂,0,48437,Seba
Que esta lluvia no me corte la noche,1,57505,Seba
"Que la lluvia no te detenga!!
Salió hermoso entrenamiento!!
Felicitaciones a los guapos!!
La seguimos de 14 a 15.30
Y de 18 a 20
Llueva o truene!!",0,64713,Seba
"@SofiaParodi_ @luciribert ME PARECIA QUE ERA AZ7L, Cuando salimos a llorar en pedo con tormenta y la cana atrás JAJAJAJA",0,61930,Seba
"@matiaslongoni Más allá de eso, creo que el problema empieza ahora, subió la napa, a partir de ahora cualquier lluvia moderada complica.",0,41117,Seba
"La lluvia, la birra y mis amigos 💖💖",1,80477,Seba
quién me manda a volverme en plena lluvia,1,73098,Seba
Que linda la lluvia después de tanto calor,1,101444,Seba
Si dormir escuchando la lluvia es hermoso imaginate con vos al lado😕😍😭,0,22182,Seba
No escuché ni la lluvia 😅,0,90132,Seba
"3h Agvnet CDU: Temp. 19.3 °C, Hum. 64 %, Bar. 1005.2 hPa, Lluvia 0 mm, Viento 6.1 km/h N #Weathercloud",0,64416,Seba
"@lidelaroc @silviamaltag74 @SilviaP2015 @serpilloc @dolomia4ever @Mariella_M @AngelaM62975838 @CodognoLorant56 @CasalinoManuela @MCristinafernn @DDurissini @MarcelaOla @AngeleriMassimo @479nea @soymariche @salitasyo @skyrun7 @clautenacity @elpibevarela @lu19lucia @ivancardenasmg @eperdomi Gracias querida Lili!!!! Lluvia de bendiciones para 2019
Abrazos😘💕🍸🍸",0,108531,Seba
"mmmmm llueve , ta lindo para estar con EEEEL",1,92282,Seba
Todos mis hermanas van a salir hoy😪 a ver si se en el medio de la noche las parte un rayo. Gracias.,0,67313,Seba
Ya espantaron la lluvia con sus estupideces manga de mogolicos,0,85767,Seba
Amo como llueve 😍😍,1,1119,Seba
"#VillaMaria 12:00 hs | Temp 26.3°C Min=16.3°C (04:14) Max=26.8°C (11:45) | Hum.40 | Viento 19.4 km/h NNE, Pres.990.2 hpa Lluvia   0.0 mm",0,48663,Seba
un dia esta lindo pero al otro llueve despues vuelve a estar lindo pero ahora vuelve a llover,1,80025,Seba
Lluvia y estudio NO van de la mano,0,67686,Seba
"Que linda noche de lluvia para dormir con ""vos""

Pongo ""vos"" por qué en realidad no tengo ningún ""vos"" pero queda re piola decirlo",0,34250,Seba
Hoy que estaba ideal para tomar sol DORMÍ SIESTA. Acabo de ver el clima y dan lluvia hasta la semana que viene 🙄,0,66452,Seba
"Faaaa mirame siempre así con esos ojitos hermosos que tenes, me moje y no fue con la lluvia, ",0,12579,Seba
"Puchito, balcón y lluvia atr",1,28700,Seba
Que lindo dormir con lluvia 😍,0,34173,Seba
Existe algo mejor que la lluvia? La respuesta es no,0,93253,Seba
Hizo cuadro la lluvia,0,3672,Seba
#Tormentividades ⛈️#Rosario |  Otra jornada sin #Colectividades2018 por la lluvia 📌@CalleDRosario @TransitoRos @TransitoRosari @emergenciasAR 👇🏽https://t.co/VPbeIkjVHW,0,21650,Seba
"Querés venir a no dormir con esta lluvia? 

Enviar",1,32335,Seba
"Esta lluvia que ciega los cristales
alegrará en perdidos arrabales
las negras uvas de una parra en cierto
patio que ya no existe. La mojada
tarde me trae la voz, la voz deseada,
de mi padre que vuelve y que no ha muerto...
#Borges 💕💕 https://t.co/9iDaoIKiGJ",0,62852,Seba
Llueve como la puta madre pero me tomo un campari igual,1,4311,Seba
"Se esperan lluvias y tormentas desde mañana hasta el sábado inclusive en la zona central/oeste. Verán el sol, habrá mejoramientos pero todos los días del periodo volverá a desmejorar.

 INFORMACIÓN HASTA LAS 12:30 DEL 25/11.",0,50311,Seba
Zarpada la lluvia de anoche!!!,1,56304,Seba
Llueve tengo fiebre y no estoy en mi cama. Estoy sufriendo,1,52482,Seba
"Mabel la tormenta que se viene 😭❌
ya me veo sin dormir esta noche ❌",0,87794,Seba
Truenos de mierdaaa😖,1,74612,Seba
Chiquito rayo &gt;.&lt;,1,28702,Seba
Con lluvia se jugó igual. El resultado? El mismo de siempre y a domicilio encima 👉👌 https://t.co/JJmQyVceQJ,0,6668,Seba
"🎉🎉 ¡Fiesta en el Centro Cultural Parque de España! 🎉🎉

🎈 Veinticinco años desde la chispa fundacional. 

Música en vivo / visuales / gastronomía española.

Este #domingo, 20.30 h. Entrada con consumición: $70. En caso de lluvia, se reprograma para el lunes 3. https://t.co/k0qzrzGQOd",0,56320,Seba
"En serio hay personas así? Ojalá nunca te pase, no te das una idea de lo mal que la están pasando todas esas personas. Raro que con tanta lluvia no te ha llegado el agua al tanque https://t.co/hJKpjfb2ex",0,25946,Seba
"Lluvia? En el chiquero, con 9.. Como sea, donde sea..! ""Papa"" https://t.co/WbCuVXQjfY",0,8697,Seba
"Mañana queria empezar a correr, lluvia de mierda",0,81693,Seba
Un dia esta soleado y hace un calor que es insoportable y al otro hace frio y llueve. Re loco este clima☀️🌡🌧,0,81274,Seba
"@SofiaPasqualis1 JAJAJAJAJAJA siempre llovia en mis francos, ahora q ya no trabajo llueve cuando tengo que salir la vida me odia",0,103970,Seba
"Si viene tormenta o algo más fuerte, soy yo que me puse a estudiar",0,52950,Seba
La lluvia 😍,0,32712,Seba
"@AbriiPauul Aguanta mala, si llueve se mojan todos no? Xd",0,8927,Seba
"También solicitaron una solución urgente con el desagüe de la Plaza del Bioquímico y alrededores, dado que se rompió ""el puente"" que ellos habían hecho e ingresó agua en sus viviendas ubicadas sobre el Canal Maestro Sur, tras las últimas lluvias. https://t.co/7X6zz60snB",0,15555,Seba
Ya estaríamos con la lluvia eh..,1,22934,Seba
"12h Agvnet CDU: Temp. 25.9 °C, Hum. 25 %, Bar. 1004.7 hPa, Lluvia 0 mm, Viento 13.3 km/h SO #Weathercloud",0,59141,Seba
"Lave mi moto y recibí millones de mensajes de mis amig@s diciendome que convocó a la lluvia JAJAJAJ. (Pero si, seguramente llueve, esa mi suerte jajaja)",0,42595,Seba
@AlejandroSanz estás con tus musas??? Yo estoy con las mías pero la lluvia no me  deja  concentrar....,0,22475,Seba
"Que lindo dormir con lluvia, me falta él.",1,18660,Seba
🌧⛈️ Hermoso haberme dormido escuchando la lluvia; me despierto y sigue la lluvia. ❤❤AMO❤❤ ¿Alguna duda de que no voy a salir de mi casa? ☔🌂,1,20,Seba
#ClimaCordoba Temperatura: 18 ºC - Tormentas - Sensación Térmica: 18 °C - Humedad: 88 % - Viento: 30 km/h Suroeste - Datos de Hora: 00:41:00 #Clima #Córdoba #Tiempo,0,54826,Seba
Nada más feo que ir caminando por el centro con la tormenta y que un auto te bañe por completo de agua.,0,56520,Seba
@zurchercarolina Yo te doy un abrazo de oso. Esta noche (si es que no llueve jaja),0,28641,Seba
Mejor no pongo para que están lindas las noches de lluvia 😂,0,22914,Seba
Y la lluvia? Y candela? https://t.co/TMwKnPiJcs,0,80214,Seba
Como les explico lo mucho que me dan miedo las tormentas y estoy durmiendo sola porque mi mama no quiere venir conmigo,0,75133,Seba
"Dios, la lluvia a la hora de dormir es unas de las sietes maravillas del mundo 😍😍😍😍😍😍😍",1,46208,Seba
Che todo bien con la lluvia pero yo tengo q hacer cosas,1,92911,Seba
Adivina si lavé el auto ayer y ahora llueve como la puta madre,1,49287,Seba
Fin de semana con abundantes lluvias. Recomiendan limpiar canaletas  #Rosario @emergenciasAR,0,7365,Seba
Un miedo esta tormenta,1,77743,Seba
De rayos gamma a rayos X: un nuevo método permite descubrir una emisión de los púlsares previamente desconocida https://t.co/deTwv6w9zy https://t.co/CsKX7N9NWm,0,43927,Seba
"Mientras no llega la lluvia, se espera un sábado caluroso en la ciudad https://t.co/CmK98dCqVk",0,2048,Seba
Hasta cuando la lluvia hermano 😑😑,0,12758,Seba
A los que aman el verano: 12 de noviembre y hacen 18 grados y con lluvia! Aguante el frío caretas,1,30291,Seba
"Mates, estudio y lluvia de fondo👌☔☁",1,13879,Seba
"No me queje de que se cortó la luz porque la noche nos regaló un show de rayos a oscuras.
Digno de ver para los que estamos sentados en una reposera afuera de casa..",1,21079,Seba
Esa lluvia 😍,0,60747,Seba
Tormenta no podés esperar hasta que vuelva de la peluquería??,1,9159,Seba
"Que lindo le llueve, que no pare más ahora 😂",1,85542,Seba
Como LLUEVE LCDSM NO ME ANDA Nada,1,72388,Seba
lluvia de mierda me dejo sin luz y me mojo toda la cama,0,76866,Seba
flashie que había parado la lluvia fo,1,33041,Seba
"#BuenMiércoles
Cielo parcial cubierto a cubierto con mejoramientos temporarios. Condiciones inestables a algo inestables. Alguna posibilidad de lluvias débiles y dispersas durante la jornada no descartándose algún eventos más intenso. https://t.co/5FDiCX8ZHQ",1,70731,Seba
"22h Agvnet CDU: Temp. 20.4 °C, Hum. 48 %, Bar. 998.6 hPa, Lluvia 0 mm, Viento 12.2 km/h S #Weathercloud",0,61730,Seba
Que lindo jugar con lluvia ⚽,0,104063,Seba
"Llueve. Feliz día a los que hacen, además de solo decir o parecer. https://t.co/TEvxjQgRru",1,39930,Seba
"9h ClimaRafaela: Temp. 23.4 °C, Hum. 49 %, Bar. 998.7 mbar, Lluvia 0 mm, Viento 7.2 km/h NNE #Weathercloud",0,37798,Seba
"Despertarme a esta hora con la lluvia de fondo, cagada de hambre no tiene perdón 😒🐷",1,90267,Seba
Gracias Twitter Argentina por hacerme enterar que llueve. (?) https://t.co/NaeoicxCgx,0,100461,Seba
"15h ClimaRafaela: Temp. 26.1 °C, Hum. 54 %, Bar. 1001.6 mbar, Lluvia 0 mm, Viento 13.7 km/h SSO #Weathercloud",0,54201,Seba
Si dios no existe... cómo explicas la lluvia??¿? 😎 jaque mate ateos https://t.co/3RQ7QlgK6x,0,103718,Seba
Truenos o bombas ? La puta madre quiero dormir,0,53168,Seba
yo queriendo ver la lluvia de estrellas con vos y vos queriendo verla con ella,0,66678,Seba
"Lo único que te diferenciaba de directv es que se podía ver bien los días de lluvia y viento ahora ni eso, son un asco @CableFibertel",0,17891,Seba
Ya se puede largar la lluvia,0,103617,Seba
"""Lo agarre de cabeza al rayo"" dijo Motta
""Quede diciendo dieciuno"" 
JAJAJAJAAJAJAJAJAJAJA",0,81247,Seba
"Un mes vacunando chic@s casa por casa y hasta con lluvia, hablame de amor a la profesion",0,51597,Seba
Hermosa lluvia para dormir con ella 😍 y solamente eia 😍,1,60755,Seba
Se espera una semana inestable con tormentas eléctricas  https://t.co/ILgLQxLqrU vía @Lv16com,0,83478,Seba
🌧️Nuevas lluvias darán impulso a la soja. Mirá el informe exclusivo de clima auspiciado por @L2_LaSegunda 👇https://t.co/hYoRfehtDA,0,105067,Seba
"Recién me entero que a la mañana se vino la re tormenta, yo me levanté re dormida a trabar la puerta de mi pieza galpón y segui durmiendo como una campeona. Ni me enteré  🤣🤣",0,67493,Seba
Hace 2 horas estoy esperando que pare la lluvia para salir a correr ._.,1,33410,Seba
Qué cosa hermosa la lluvia😍,1,16582,Seba
La lluvia le afecto el cerebro,0,55961,Seba
Aca cn la Uma arriba mío porque le tiene miedo a las tormentas,0,99715,Seba
"@Lautiio3 Está escrito en la Biblia que si no llueve el día del baile, llueve uno o dos días antes",0,93220,Seba
Increíble lo inundado y autos quedados en la Flore,1,1531,Seba
"Llueve y te pinta enredar piernas  
*no lo digas
*no lo digas
*no lo digas
*no lo digas
*no lo digas ojalá dejemos de ser tan artistas y me hables, quiero verte",0,91135,Seba
Con esta lluvia se trabaja igual,1,99551,Seba
LLORASTE TANTO RIBER PLEY QUE TUS LÁGRIMAS SE TRANSFORMARON EN LLUVIA LA RE CONCHA DE TU MADRE,0,8137,Seba
Esta tormenta se viene más fuerte que eiaa un sábado por la noche! Se me va a volar el rancho 😂,0,94915,Seba
@DevauxFlor Mucha tormenta para salir a caminar querida,0,81979,Seba
Metrovías informa... un sin fin de excusas evadiendo cualquier tipo de responsabilidad ante la desidia a la que expone cada vez que llueve a sus trabajadorxs y usuarios. trabajamos ante el peligro de la electricidad que llega a 800V de corriente continua en el caso la linea B,0,90065,Seba
Se corto la luz y se vino la lluvia con viento lpm...,1,101577,Seba
"En este momento cuando estás a la luz de las velas porque la tormenta corto la luz en tu barrio, y tenes 2% de batería te das cuenta lo necesario que es el cargador portátil",1,87455,Seba
No llueve y yo empiezo a matar gente o me voy a tener que sentar a tomar p olvidarme del dolor de pierna 💁😅,0,103326,Seba
"Esta lluvia, los Vengadores y mi novio. Mejor plan del mundo 💚",1,60852,Seba
Todavia sigo esperando la lluvia de estrellas.😑,0,88387,Seba
soy fan de los rayos,0,23629,Seba
"Es domingo y duermo con mi novio, con razón la lluvia de lunes a jueves 😨😂😨😂",0,49732,Seba
luka me manda videos de la tormenta desde la ventana del cuarto y es lo más placentero que pueda existir,0,69277,Seba
Lo peor de  este calor es q estoy  parada al rayo del  sol  derretida del  maquillaje,0,89538,Seba
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 25.9°C
H: 54%
ST: 25.9°C
P: 1007.8hPa
Lluvia hoy: 6.9mm.",0,107812,Seba
"Ahora #Tiempo en #Rosario Barrio Centro 
Temp.: 23.1°C
Hum.: 52%
S.T.: 21.9°C
Pres..: 1002.7hPa
Viento: 10Km/h W
Lluvia hoy: 0.0mm",0,59682,Seba
@juli_eta1 Si pinta... cuando llueve con sol 😅,0,15462,Seba
Y bueno habrá que salir un rato y no a ver si llueve,0,88133,Seba
que si estoy escuchando suenan las alarmas llorando mientras llueve????????????? SI.,1,50247,Seba
"¡Buenos días para todos! Comenzamos este miércoles con una temperatura de 18,1º en la ciudad de San Luis. La máxima pronosticada es de 30º, por la tarde se anuncian tormentas. 
Compartimos nuestros títulos para arrancar el día bien informados: https://t.co/xYWbVXbXv5",0,92879,Seba
@hemmxsturbate Y vos qué hacías viajando en colectivo? Mañana llueve,0,63448,Seba
ya tormenta ya está la concha de tu madre 🙄,1,101734,Seba
"Hola, no me gustan las tormentas. Querés venir a s dormir conmigo ? Hago pururus muy ricos, pensalo. 
Enviar",0,14710,Seba
lluvia de árboles y chapas skere,0,69937,Seba
"Quiero estar yendo a algún lado y morir en el camino, o q me choque un cole, o que me caiga un rayo, o que alguien me mate, o lo q sea pero ya entienden ustedes a lo q voy",0,69894,Seba
Gracias por tanto lluvia,0,20394,Seba
"La tormenta interminable podría hacer que refresque un poco, no?",1,28177,Seba
Yo re emoción anoche esperando la lluvia de estrellas y se cagó lloviendo ni bosta jajajajajajajaj🤦🏽‍♀️,0,79864,Seba
De donde salio esta lluvia   igual mejor que llueva toda la noche,1,41717,Seba
"Que día del orto, sólo rescato la lluvia y que es el cumple de Mari, nada mas",0,29921,Seba
Que ganas de joder lluvia.,1,94176,Seba
Con esta tormenta pretenden que estudie para el final de mañana la puta madre que los pario 🥵🥺,1,74912,Seba
wacho no puedo estar tan enamorada de trueno q waso hermoso,0,105493,Seba
"Me aprecie chomaso que llueva porque algunos compañeros cuando llueve no van al colegio, porque no pueden o que se yo, y chomaso que no vayan estos últimos días",0,52895,Seba
pero que hermosa lluvia 😻,1,39857,Seba
"Lluvia+besos+gar....

♡",0,31705,Seba
"#VillaMaria 21:00 hs | Temp 31.8°C Min=23.6°C (06:00) Max=37.2°C (16:14) | Hum.56 | Viento 7.2 km/h NE, Pres.975.7 hpa Lluvia   0.0 mm",0,98986,Seba
"🗞  La primavera se resiste: tras dos días de sol, vuelven la lluvia y el frío https://t.co/HWvjaAiZTE | https://t.co/XxsV7LQ7Y7 #Rosario3 https://t.co/oFrhlh6Gv6",0,54953,Seba
"*La vida no es esperar que pase la tormenta. Es aprender a bailar bajo la lluvia* en Córdoba, Argentina https://t.co/g2E4mraJq8",0,97597,Seba
Las lluvias y tormentas al momento vuelven mañana a la zona central y el Litoral.,0,50306,Seba
Mi perra le tiene miedo a los truenos la amo,0,59374,Seba
"Objetivo: Dormir tranqui y aprovechar que llueve y está especial.

Dificultad: La ida de la final y pensar en si se juega hoy o el Sábado.",0,2918,Melissa
"A que clase de persona le relaja este tipo de tormentas que parece que te van a volar la casa, o escuchas las piedras en el techo. A mi me ponen nervioso!!, leo en Twitter Que ponen esas cosas y no los entiendo.",0,27293,Melissa
Me encanta el olorcito a lluvia 😍😃,0,17270,Melissa
Yo creo que los truenos estan de mas no se,0,61214,Melissa
Los dias de lluvia son un💯,0,16553,Melissa
Necesito un novio para los días de lluvias,0,87349,Melissa
Truenos chotooss,1,87039,fede
Me pueden explicar xq PINCHILA hace 30 grados y hay sol TODA LA SEMANA Y JUSTO EL FINDE LLUEVE clima del ogt,0,10480,fede
@HMatorras @ElisaCarrioArg Total..ellos tienen custodia!!al pueblo que lo parta un rayo o que nos acribillen x un celular!!No les importamos!!!,0,88290,fede
"Hoy fue mi primer dia en serio de vacaciones, y todo se lo debo a la lluvia jaja",1,83202,fede
Que tormentón culiau me dan alto cagazo esos truenos,1,56624,fede
Que hermosa sos lluvia 💕,1,91944,fede
"Justo esta semana necesito sol, así que bye lluvia",0,20419,fede
Como olvidar la noche en la que Silvia cortó la luz y nos corrió en medio de toda la tormenta 😂 igual nos fuimos y estuvimos de joda hasta las 9am. Toma pa vo,0,74879,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 20.4°C
H: 60%
ST: 20.4°C
P: 1015.1hPa
Lluvia hoy: 0.0mm.",0,38514,fede
"14h ClimaRafaela: Temp. 21.3 °C, Hum. 80 %, Bar. 1006.1 mbar, Lluvia 0.7 mm, Viento 7.2 km/h SE #Weathercloud",0,82594,fede
Necesitaba correr bajo la lluvia que hermosura 🌧️👌,0,25767,fede
3 horas caminando en el rayo del sol para no terminarme comprando nada,0,98436,fede
"23h ClimaRafaela: Temp. 16.2 °C, Hum. 83 %, Bar. 1003.3 mbar, Lluvia 6.1 mm, Viento 7.2 km/h S #Weathercloud",0,51188,fede
Cosine y se vino la tormenta 😂😂😂,0,108028,fede
Esta lluvia me hace tener mas sueño 💤 a dormir,1,24475,fede
Fua nose si llueve,0,55248,fede
Noche de lluvia pide a gritos maratón de Grey's Anatomy,1,61057,fede
"Noooo, escuchá esos truenos 😍",1,93830,fede
ay esta tormenta💜,1,14262,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 19.2°C
H: 57%
ST: 19.1°C
P: 1006.6hPa
Lluvia hoy: 0.0mm.",0,18461,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 32.8°C
H: 19%
ST: 32.8°C
P: 1006.2hPa
Lluvia hoy: 0.0mm.",0,1806,fede
"Esta lluvia de mierda no quieren parar , son los sinas, son los sinas que no paran de llorar.",1,25315,fede
Qué se hace cuando hay tormenta?._.,0,57570,fede
Esta lluvia es hermosa para quedarse mirando la tele todo el dia,1,9208,fede
Hoy voy a tomar hasta rehenes y si llueve el agua de la lluvia también,0,98264,fede
Mucho trueno mucho trueno y no va a caer ni una sola gota acordate de lo que te digo,0,16523,fede
Qué garrón mudarse y qué garrón mudarse con lluvia.,0,62368,fede
"#AireDeNoticias
Temp 19.4
Max 29
Algo Nublado
Húmedo e inestable con probables precipitaciones y tormentas dispersas ,neblinas y bancos de niebla por la mañana viento leve a moderado del sector norte cambiando al sur. Poco cambio de temperatura @radiomitrecba. https://t.co/8PB6YJe4BB",0,90074,fede
Buen dia!!! El mirando los pajaritos y la lluvia jaja #martes https://t.co/Aq3H1AXPzR,1,52499,fede
Por dios esos truenos ojala me pegue uno,1,93902,fede
"como no les puede gustar la lluvia, es lo mas hermoso y tranquilo",1,53729,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 22.5°C
H: 47%
ST: 22.5°C
P: 1011.8hPa
Lluvia hoy: 0.0mm.",0,38491,fede
"quiero prestarte atención , me importas mucho como para dejarte mucho tiempo , sali a pagar unas cosas y me volvi por la lluvia , me pongo a pensar en todo esto q nos pasa y no quiero q se pase mas el dia , q podamos sentir todo lo q tenemos en nuestro interior",0,49116,fede
Esta lluvia si que c mamo,1,6122,fede
Ahora la típica lluvia a las doce de la noche en pleno brindis. ¡Felices fiestas para todossss!🎉,0,98152,fede
"Llueve en todo el país menos acá, lpm falló la maldición gitana",0,5521,fede
"#SantaFe 
@GuilleBeckmann explicó que las quintas estaban sembradas a pleno, y las últimas lluvias (cayeron 160 mm) complicaron un poco a los quinteros que perdieron casi un 40% de la producción.
https://t.co/ZgCVXRYbZI https://t.co/foyrjsn6UI https://t.co/ZmSE4uKATz",0,60595,fede
"Qué lastima la gente que tiene que ir a trabajar si o si con esta tormenta , yo discúlpenme no voy a cursar ni en pedo",1,30805,fede
"@BubbIa__ @patussok @LasHeteras @marupink Por ahora cielo despejado, ya se fue el vientito fresco.... si se junta humedad,,llueve otra vez...",0,89777,fede
Porque siempre llueve cuando tengo que quedarme toda la noche despierta estudiando?,1,56936,fede
Lluvia culiada no me puedo volver del laburo,1,106278,fede
Escucha como llueve y yo me tengo que ir al colegio 🙄,1,22001,fede
@todonoticias Buenos https://t.co/UDVgMpeEJ6í llueve en Del viso pero ahora calmó un re viento se había levantado x eso me desperté https://t.co/ZWMwh4iKeA,0,9863,fede
Como me gustaria q con esta lluvia crezca y se mantenga el agua en rio de la sierra!!,1,51136,fede
@BoffeGP CALLATE BOFE HABLA DE LA LLUVIA,0,104699,fede
"#FederalA debido a la lluvia caída en la madrugada hubo cambio de planes en #RacingCba, el plantel de Mostaza Merlo se entrenará a las 17 horas en el predio. https://t.co/rfXcFd3lP0",0,862,fede
Que lindo escuchar la lluvia 😍,1,60996,fede
LLUVIA Y LA REPUTISIMA MADRE QUE TE RE MIL PARIO,1,93869,fede
"Que lindo fue levantarse, sentir el olor a humedo y el ruido de la lluvia😍(escuela quien te Juna hoy😂)",0,43009,fede
Lo único que quiero es bañarme con agua caliente después de estar 40 min esperando el bondi abajo de la lluvia la puta madre,0,13163,fede
#SantaFe| ☔ Continúan las lluvias durante todo el lunes https://t.co/IaYDhQYpzu https://t.co/sOst1XNvt4,0,19686,fede
"Primera vez que coincidimos con el papá de los chicos, con razón tanta lluvia !!!! Jajaj 🤙",1,20139,fede
Aiiiii los truenos y la lluvia 🤤⛈,1,56925,fede
