MSJ;TAG;NUN;USER;WHO;msj_norm
Cómo verga me vuelvo a mi casa con esta lluvia culia;1;12693.0;9.760506116648468e+17;agus;como verga vuelvo casa con lluvia culia 
Yo no se ustedes pero realmente me preocupa que durante meses no cayó ni UNA gota. Sequia en casi todo el país y ahora ya van 2 semanas que se llueve todo, tormenta eléctrica y viento fuerte. Estamos destruyendo literalmente el planeta.;1;25248.0;411003370.0;agus;yo no ustedes pero realmente preocupa durante meses no cayo ni gota  sequia casi todo pais ahora ya van   semanas llueve todo  tormenta electrica viento fuerte  estamos destruyendo literalmente planeta  
☔☔☔☔☔☔☔⚡⚡⚡⚡☔☔☔☔☔ llueve mucho a dormir mucha tormenta;1;26155.0;9.236276157595361e+17;agus; \u2614 \u2614 \u2614 \u2614 \u2614 \u2614 \u2614 \u26a1 \u26a1 \u26a1 \u26a1 \u2614 \u2614 \u2614 \u2614 \u2614 llueve mucho dormir mucha tormenta 
Acabo de sentir el trueno/terremoto más raro de la vida... Me tembló hasta el ocote 😱;1;18162.0;433078827.0;agus;acabo sentir trueno terremoto mas raro vida    temblo hasta ocote  \U0001f631 
El abuelo que se emocionó hasta las lágrimas cuando su nieto lo rescató de la lluvia https://t.co/9h9TSrJRAB;0;98537.0;2724345939.0;agus;el abuelo emociono hasta lagrimas cuando nieto rescato lluvia  
"Ahora 》#RíoArrecifes 
•     •     •
#ArrecifesMeGusta #lluvias  #crecida en Arrecifes, Argentina https://t.co/8Ebf5oOlQK";1;78107.0;563390993.0;agus;ahora  \u300b rioarrecifes  \u2022  \u2022  \u2022  arrecifesmegusta  lluvias  crecida arrecifes  argentina  
Ahora lluvia también la naturaleza me ama;1;16867.0;1.0295726619853373e+18;agus;ahora lluvia tambien naturaleza ama 
Q hermosa lluvia pa dormir con vos!!!;1;76252.0;1.0493453541000684e+18;agus;q hermosa lluvia pa dormir con    
Así llegaba la #Tormenta a #Rosario @DARIOGURVICH @leodelga2 @OmarTopino @EmaIbarlucea @SMN_Argentina https://t.co/VFyLgqcTyW;1;42896.0;1643907805.0;agus;asi llegaba  tormenta  rosario       
Soy re torpe caminando, imagínate con lluvia y paraguas;1;47228.0;880738741.0;agus;soy torpe caminando  imaginate con lluvia paraguas 
Grax lluvia;1;22086.0;7.171069164853658e+17;agus;grax lluvia 
La lluvia nos pego un oleee;1;86183.0;223592086.0;agus;la lluvia nos pego oleee 
Ya me había olvidado de como era un rayo y el sonido;0;15145.0;1939370462.0;agus;ya habia olvidado como era rayo sonido 
Quiero que vuelva la lluvia. PERO NO EL SÁBADO. Por favor;1;42585.0;8.117377889954857e+17;agus;quiero vuelva lluvia  pero no sabado  favor 
Lluvia te amo, truenos te odio ☔️ ⚡️;1;104146.0;365157146.0;agus;lluvia amo  truenos odio  \u2614   \u26a1  
Soy tan fan de las tormentas eléctricas 😍;1;106528.0;1.0766721239959142e+18;agus;soy tan fan tormentas electricas  \U0001f60d 
Otra historia de mi abuela bruja: hoy la llame para que corte la tormenta de potrero y me dijo que estaba justo yéndose en remis al médico, a los minutos me manda este mensaje y LES JURO QUE SE FUE LA TORMENTA 😂 https://t.co/Wq92axnCHS;0;104102.0;256118005.0;agus;otra historia abuela bruja  hoy llame corte tormenta potrero dijo estaba justo yendose remis medico  minutos manda mensaje juro fue tormenta  \U0001f602  
@VictoriaBonutti @valesanchez2407 Si para amiga voy, mi moto es una verga cuando llueve;1;68737.0;2453787067.0;agus;  si amiga voy  moto verga cuando llueve 
Llueve y hace el triple de calor;1;96468.0;1.0582001975479132e+18;agus;llueve hace triple calor 
"Acostarnos y escuchar como llueve

Eso necesito";1;77275.0;1.0265082615566746e+18;agus;acostarnos escuchar como llueve eso necesito 
Son las 07:00 y llueve que bien, no tengo más faltas que mal.;1;31397.0;2557399736.0;agus;son       llueve bien  no tengo mas faltas mal  
Mi mamá me va a matar cuando llegue y vea que hace un rato puse a lavar las toallas y llueve que da asco🙃;1;93113.0;3181763867.0;agus;mi mama va matar cuando llegue vea hace rato puse lavar toallas llueve asco \U0001f643 
me voy a quedar despierto solo para ver la lluvia de estrellas;0;74097.0;1861514414.0;agus;me voy quedar despierto solo ver lluvia estrellas 
@sergioVillone Carlos vota telepáticamente. Tiene superpoderes, destruyó Rio3 con un rayo de corrupción.;0;41904.0;7.276523801505096e+17;agus; carlos vota telepaticamente  tiene superpoderes  destruyo rio  con rayo corrupcion  
Recordatorio para los días de lluvia, no cruzar la calle saltando 😂;1;25922.0;546607521.0;agus;recordatorio dias lluvia  no cruzar calle saltando  \U0001f602 
Si viene de arriba solo a un rayo le temo...;0;11129.0;178008974.0;agus;si viene arriba solo rayo temo    
Que linda lluvia que siga hasta las 7:30;1;23090.0;1.0168631936065659e+18;agus;que linda lluvia siga hasta      
Que mierda hago ahora que llueve?;1;85234.0;8.895766778477281e+17;agus;que mierda hago ahora llueve  
Qur bella es la lluvia;1;28857.0;9.931597709023355e+17;agus;qur bella lluvia 
Se multiplican por 1000 las ganas de quemar  con dias de lluvia;1;30286.0;1284701150.0;agus;se multiplican      ganas quemar con dias lluvia 
"#RosarioAR LUNES 26: 🔻14ºC 🔺23ºC
⛈ Mañana: Probables neblinas. Cielo parcialmente nublado a nublado. Probabilidad de tormentas aisladas. Vientos leves del noreste. 
🌥 Tarde/Noche: Cielo nublado a parcialmente nublado. Vientos leves del sector este.";1;49244.0;9.995026128012452e+17;agus; rosarioar lunes      \U0001f53b   c  \U0001f53a   c  \u26c8 mañana  probables neblinas  cielo parcialmente nublado nublado  probabilidad tormentas aisladas  vientos leves noreste   \U0001f325 tarde noche  cielo nublado parcialmente nublado  vientos leves sector  
Las lluvias dejaron algunos anegamientos y daños en el maíz por el granizo https://t.co/FzNc5vaiGX lluvias dejaron algunos anegamientos y daños en el maíz por el granizo;1;32437.0;37807527.0;agus;las lluvias dejaron algunos anegamientos daños maiz granizo  lluvias dejaron algunos anegamientos daños maiz granizo 
"☔Atención! Lluvia sobre #Rosario! ""Light Rain"" temperatura actual 22 C https://t.co/ijJMe9yJGI";1;2607.0;25066392.0;agus; \u2614atencion  lluvia sobre  rosario   light rain  temperatura actual    c  
Mi papá salió anoche a las 2 am en medio de la tormenta y llegó recién (20:46) después de trabajar muchas horas. En un rato se vuelve a ir de nuevo porque la tormenta dejo muchos hogares sin techo, árboles caídos, etc. Realmente se merece lo mejor;1;88856.0;3513943169.0;mechi;mi papa salio anoche   am medio tormenta llego recien         despues trabajar muchas horas  rato vuelve ir nuevo porque tormenta dejo muchos hogares sin techo  arboles caidos  etc  realmente merece mejor 
@nicolacido @KentArgentina Bueno. Llueve a cada ratito.;1;70836.0;137154526.0;mechi;  bueno  llueve cada ratito  
Siempre que se inauguran las colectividades llueve, pero es fija que siempre pasa!!;0;10685.0;7.377438623918326e+17;mechi;siempre inauguran colectividades llueve  pero fija siempre pasa   
Gente, ya todos estamos viendo la tormenta, no es necesario las fotitos jajajajajajajaja;1;16471.0;9.973046727666115e+17;mechi;gente  ya todos estamos viendo tormenta  no necesario fotitos  
Padre sale abajo de la lluvia a sacarle fotos a mi mama cuando pase por el viaducto corriendo por la maraton. Yo a mi ex le tenia que pedir 90 veces q me acompañe a la parada para q no me violen/roben/etc. Nunca acepten menos q el primer ejemplo. N u n c a.;0;2219.0;1187175870.0;mechi;padre sale abajo lluvia sacarle fotos mama cuando pase viaducto corriendo maraton  yo ex tenia pedir    veces acompañe parada no violen roben etc  nunca acepten menos primer ejemplo  n u n c  
quiero ir al colegio mañana pero seguro llueve y mi mamá me da la opción de faltar. y chau posta me puede mi cama, así que ma no me dejes faltar;0;33300.0;1.0157361006592655e+18;mechi;quiero ir colegio mañana pero seguro llueve mama opcion faltar  chau posta puede cama  asi ma no dejes faltar 
Hermosa lluvia.;1;86434.0;3372923559.0;mechi;hermosa lluvia  
Estoy empezando a extrañar, me puede paetir un rayo xfa;0;3045.0;1575122702.0;mechi;estoy empezando extrañar  puede paetir rayo xfa 
@TDLtiempo Hola! Somos el equipo de RELAMPAGO Educación. Estamos recolectando información sobre eventos severos ocurridos en la Argentina como parte del proyecto #RELAMPAGO2018 Tienen información de los autores del video?;0;26271.0;1.0062075633257308e+18;mechi; hola  somos equipo relampago educacion  estamos recolectando informacion sobre eventos severos ocurridos argentina como parte proyecto  relampago     tienen informacion autores video  
Aguanta 10min tormenta;1;77867.0;292679764.0;mechi;aguanta   min tormenta 
No me van negar que el día es más lindo cuando llueve;0;46706.0;1.0139954317543793e+18;mechi;no van negar dia mas lindo cuando llueve 
Despertarme con vos, por los rayos del sol ♥️🔥;0;67065.0;1.0706467729036739e+18;mechi;despertarme con  rayos sol  \u2665  \U0001f525 
@JulietaMacagno Obvio! Me pasó por suerte una sola vez jaja después se lo di a mi hermano y me dice: che qué onda el apunte? Lo agarró la lluvia? Si supiera... 😂;0;37874.0;66273441.0;mechi; obvio  paso suerte sola vez  despues di hermano dice  che onda apunte  agarro lluvia  si supiera     \U0001f602 
"""En estos días ,o se ha visto a ningún periodista en los medios militando la inundación como en 2015"" #Ahora @CFKArgentina  en #CLACSO";0;39058.0;260706831.0;mechi; estos dias  visto ningun periodista medios militando inundacion como        ahora   clacso 
@_florenciamoyaa La calma antes de la tormenta ? Ajajajaj;0;98231.0;2213323290.0;mechi; calma antes tormenta    
Llueve y sale el sol, jajaja ni loco el tiempo;1;92786.0;1.0495082128594248e+18;mechi;llueve sale sol   ni loco tiempo 
Por mi que te parta un rayo 🌩;0;39132.0;463153836.0;mechi;por parta rayo  \U0001f329 
Esta lluvia y mi novio trabajando😔👎👎👎;1;43427.0;2533157939.0;mechi;esta lluvia novio trabajando \U0001f614 \U0001f44e \U0001f44e \U0001f44e 
Ligue 1: Saint Ettiene 3 (Robert Berić 72' Wahbi Khazri 84' Thimothée Kolodziejczak 90') Nantes 0, La Liga: Rayo Vallecano 1 (Adrián Embarba 53') Eibar 0, @premierleague: Cardiff City 1 (Aron Gunnarsson 65' Junior Hoilett 77') Wolverhampton 1 (Matt Doherty 18');0;55163.0;445065041.0;mechi;ligue    saint ettiene    robert beri \u0107     wahbi khazri     thimothee kolodziejczak      nantes    liga  rayo vallecano    adrian embarba      eibar     cardiff city    aron gunnarsson     junior hoilett      wolverhampton    matt doherty      
Si hay algo mas lindo que un domingo en cba con esta lluvia no quiero saberlo ❤;1;1279.0;194411195.0;mechi;si hay algo mas lindo domingo cba con lluvia no quiero saberlo  \u2764 
Bueno ya estaríamos con la lluvia y los truenos no puedo escuchar la serie🙄;1;73742.0;9.885864458279526e+17;mechi;bueno ya estariamos con lluvia truenos no puedo escuchar serie \U0001f644 
Pues ya asoma el frente de las lluvias, las nieves y el viento de mañana. https://t.co/63bvlEQYbr;1;81362.0;115762486.0;mechi;pues ya asoma frente lluvias  nieves viento mañana   
Me tiene podrido la lluvia men.;1;12923.0;2386034256.0;mechi;me tiene podrido lluvia men  
@Meli42309284 ya veo otro 31 que nos estén corriendo  los rayos ahre;0;97282.0;7.214738047745475e+17;mechi; ya veo otro    nos esten corriendo rayos ahre 
Acá le ponemos onda a la lluvia! Estamos pensando en todo para darte lo mejor... Se viene la época de celebraciones de amor y acá le ponemos todo! #bodasoñadas… https://t.co/A6cPZK4ScT;0;28854.0;357497449.0;mechi;aca ponemos onda lluvia  estamos pensando todo darte mejor    viene epoca celebraciones amor aca ponemos todo   bodasoñadas \u2026  
@Julietzapata JAAJAJAJAJA todavía seguía peleada rayos pensé que se te iba a pasar;0;95317.0;4055187449.0;mechi;  todavia seguia peleada rayos pense iba pasar 
@jorulo3233 Pues poder se puede , q la lluvia no nos amargue el día 😘;1;9835.0;7.761046045556982e+17;mechi; pues poder puede   lluvia no nos amargue dia  \U0001f618 
@GabrielaInglese Vengo desde CBA por el talar...llueve a dos manos.;1;9850.0;120813014.0;mechi; vengo desde cba talar   llueve dos manos  
Dia de lluvia ,paragua;1;45604.0;1.0446082708607795e+18;mechi;dia lluvia  paragua 
DATOS 07:00HS - TEMP 17.4°C - HR 92%-  PRESION 966.9Hpa - VTO S 12Km/h - NUBLADO - VISIBILIDAD 8 KM REDUCIDA POR LLUVIA DEBIL;0;83274.0;4646809055.0;mechi;datos      hs           hr      presion        vto     nublado   visibilidad   reducida lluvia debil 
@piaabianchi @lluvia Mira, mañana nos juntamos y te hago tortas fritas, tenes ganas?;0;26619.0;7.570947023531786e+17;mechi;  mira  mañana nos juntamos hago tortas fritas  tenes ganas  
Puto frío  puta lluvia puto todo 😊;1;41271.0;7.921916279389512e+17;mechi;puto frio puta lluvia puto todo  \U0001f60a 
Llueve ????;0;101505.0;1.009638004841943e+18;mechi;llueve      
El pueblo entero pide por vos y que pare esta lluvia @MarioPereyra_ok;1;92085.0;1653880724.0;mechi;el pueblo entero pide pare lluvia  
@Evee1889 Tomar lluvia jajajajajaja, decimos para hacer algo y sale mal;0;55894.0;2341358157.0;mechi; tomar lluvia  decimos hacer algo sale mal 
Ya me esta cansando la lluvia!!! 😒;1;62780.0;1.0685576036834017e+18;mechi;ya cansando lluvia     \U0001f612 
Que lindo que se te inunde toda la casa cada vez que llueve. Decí que hoy me espera un día cortito, dije nunca en mi vida.;1;71234.0;1184644741.0;mechi;que lindo inunde toda casa cada vez llueve  deci hoy espera dia cortito  dije nunca vida  
@Dolphineeeee Va con la gorrita,eso te frena de un impacto de rayos UV;0;39389.0;7.678965653317263e+17;mechi; va con gorrita eso frena impacto rayos uv 
"🎉🎊 #Rosario La Fiesta de #Colectividades ratifica su masiva convocatoria. Hoy se desarrolla la última jornada. Habrá desfiles y se presentará Elías Rampello.  📝 @afucaraccio 
@MuniRosario @laochoam830 
https://t.co/QoANK9uHeD";0;38744.0;179990537.0;mechi; \U0001f389 \U0001f38a  rosario fiesta  colectividades ratifica masiva convocatoria  hoy desarrolla ultima jornada  habra desfiles presentara elias rampello   \U0001f4dd     
Bien piola esta lluvia;1;23549.0;7.910822503896515e+17;mechi;bien piola lluvia 
Noche de tormenta en Cba! Ilegal dormir sola una noche asi...;1;56597.0;150081472.0;mechi;noche tormenta cba  ilegal dormir sola noche asi    
Se viene su tormenta;1;35909.0;525604196.0;mechi;se viene tormenta 
el pelotudo d mi novio me prometio que si le rescaba me iba a comprar chocolates y ahora no va “xq llueve mucho” morite chau;1;27183.0;1061588113.0;mechi;el pelotudo novio prometio si rescaba iba comprar chocolates ahora no va  \u201cxq llueve mucho \u201d morite chau 
Eliminame bloqueame todo lo que vos quieras pero me enviaste tus nude y desnude no hay. Para... rayos 🤦;0;98061.0;616613022.0;mechi;eliminame bloqueame todo quieras pero enviaste tus nude desnude no hay     rayos  \U0001f926 
La lluvia de estrellas es como un mensaje del que me gusta,no va a llegar nunca;0;73529.0;9.16743912261333e+17;mechi;la lluvia estrellas como mensaje gusta no va llegar nunca 
"NO DIOOOOOS SE BAJO UN VAGO DIOS 
LA BARANDA QUE TENIA VIEJO BAÑATE MINIMO CON LA LLUVIA LPM QUE OLOR LA CONCHA DE TU HERMANA";0;16447.0;887193361.0;mechi;no diooooos bajo vago dios baranda tenia viejo bañate minimo con lluvia lpm olor concha hermana 
Semana de lluvias que mejor que un paraguas para refugiarnos....  https://t.co/4FyKfLWzQ9;1;38772.0;351459579.0;mechi;semana lluvias mejor paraguas refugiarnos      
Se viene la tormenta, chau punto y chau clasico me parece ...;1;11137.0;2538494503.0;mechi;se viene tormenta  chau punto chau clasico parece     
Amo este día de lluvia para hacer todo lo que me gusta hacer!!;1;16151.0;9.026023718801613e+17;mechi;amo dia lluvia hacer todo gusta hacer   
Uuuy se les inundó la calle?? JAAA..Sufran lo que yo sufro siempre que llueve caretas;0;104414.0;1730326158.0;mechi;uuuy inundo calle   jaaa  sufran yo sufro siempre llueve caretas 
q placer escuchar los truenos;1;32867.0;8.898453683804242e+17;mechi;q placer escuchar truenos 
Adentro llueve y parece que nunca va a parar 😓;1;106664.0;8.275660761249219e+17;mechi;adentro llueve parece nunca va parar  \U0001f613 
mundo basta de truenos;0;35791.0;237531343.0;mechi;mundo basta truenos 
Lluvia los domingos es señal de que me voy a deprimir;0;35881.0;2422806582.0;mechi;lluvia domingos señal voy deprimir 
@SolChaa1 Haré el intento, pero si llueve me quedo en casita sorry querida sol;0;81476.0;7.329953441921434e+17;mechi; hare intento  pero si llueve quedo casita sorry querida sol 
aaa me puse manija de joda y le dejé toda mi ropa a mi prima RAYOS;0;39222.0;9.955203631687557e+17;mechi;aaa puse manija joda deje toda ropa prima rayos 
"⚠️Tormentas fuertes
Lluvias y tormentas afectaran la zona durante las próximas horas, algunas presentando fuerte intensidad siendo acompañadas fundamentalmente por abundante caída de agua en cortos períodos, ráfagas, intensa actividad eléctrica y ocasional caída de granizo.";1;1037.0;1.0029044236041503e+18;mechi; \u26a0 tormentas fuertes lluvias tormentas afectaran zona durante proximas horas  algunas presentando fuerte intensidad siendo acompañadas fundamentalmente abundante caida agua cortos periodos  rafagas  intensa actividad electrica ocasional caida granizo  
tornado en sta fe keeee ondaaaa;1;27435.0;8.404007265097032e+17;mechi;tornado sta fe keeee ondaaaa 
Para todos los q piteaban x la lluvia, fue lo mejor;1;108120.0;1700322278.0;mechi;para todos piteaban lluvia  fue mejor 
Tercer lunes que llueve 🤦🏻‍♀️;1;33296.0;290146398.0;mechi;tercer lunes llueve  \U0001f926 \U0001f3fb \u200d \u2640  
La lluvia atenta contra mi probabilidad de aprobar finales;0;28681.0;1353270895.0;mechi;la lluvia atenta contra probabilidad aprobar finales 
2150, rayos https://t.co/ThjZw403cT;0;97443.0;3462235276.0;mechi;      rayos  
No es la tormenta que truena, no es la tormenta que relampaguea, ella es tu novia la que te gorrea 🙆🏻‍♂️⛈;0;25533.0;2191334654.0;mechi;no tormenta truena  no tormenta relampaguea  ella novia gorrea  \U0001f646 \U0001f3fb \u200d \u2642  \u26c8 
Lluvia chota, nos cagó la salida;1;103691.0;2163946772.0;mechi;lluvia chota  nos cago salida 
Crónicas de una tormenta: el tendedero caído, la ropa tirada, una reposera rota, un bidón de agua en el patio, un molino metido en el limonero y una maceta del patio de atrás en la entrada, toda rota. Tampoco tenemos internet y cable 🙃;1;109669.0;261831665.0;mechi;cronicas tormenta  tendedero caido  ropa tirada  reposera rota  bidon agua patio  molino metido limonero maceta patio atras entrada  toda rota  tampoco tenemos internet cable  \U0001f643 
Lpmmmm que hermosa es nuestra naturaleza!!!!!! Que cosa magnífica ver los rayos en el cielo 😍😍😍;1;63828.0;4656737237.0;mechi;lpmmmm hermosa nuestra naturaleza       cosa magnifica ver rayos cielo  \U0001f60d \U0001f60d \U0001f60d 
Mira @AngeldebritoOk como cuida sus lugares de la lluvia ajaja Micaelaa te amoo @MicaViciconte https://t.co/F1iPhdUOTy;0;2571.0;9.710416143145247e+17;mechi;mira  como cuida lugares lluvia  micaelaa amoo   
lluvia forra para que me aburro y quiero hacer algo hija de puta;1;4018.0;2986930319.0;mechi;lluvia forra aburro quiero hacer algo hija puta 
Hermosa lluvia como para faltar, a no cierto tengo prueba de filosofía;1;46504.0;9.871062451307725e+17;mechi;hermosa lluvia como faltar  no cierto tengo prueba filosofia 
Que lindo se siente la lluvia en mi pieza, pero hoy mi acompañante me falló 😟;1;24395.0;1.037181119765119e+18;mechi;que lindo siente lluvia pieza  pero hoy acompañante fallo  \U0001f61f 
Fooo loco, recen para que pare la lluvia, que tengo que ir a una pelu;1;52632.0;7.172887850467983e+17;mechi;fooo loco  recen pare lluvia  tengo ir pelu 
No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve No llueve.;1;7185.0;785557688.0;mechi;no llueve no llueve no llueve no llueve no llueve no llueve no llueve no llueve no llueve no llueve  
Tenemos lluvia para rato;1;28380.0;9.737425177274532e+17;mechi;tenemos lluvia rato 
Y si llueve??? https://t.co/fSppD3PXsp;1;105593.0;1.066435030430466e+18;mechi;y si llueve     
La lluvia y una obra paralizada formaron una laguna que dejó aislados a los vecinos de Paso la Picada - (https://t.co/PAS1x1py3e);1;89961.0;751911534.0;mechi;la lluvia obra paralizada formaron laguna dejo aislados vecinos paso picada    
"#RosarioAR VIERNES 14: 🔻20ºC 🔺27ºC
⛈ Mañana: Tormentas aisladas
☁ Tarde/Noche: Mejorando
https://t.co/BlJAuvzFjC";1;78372.0;9.995026128012452e+17;mechi; rosarioar viernes      \U0001f53b   c  \U0001f53a   c  \u26c8 mañana  tormentas aisladas  \u2601 tarde noche  mejorando  
Este año rompi 5 veces la pantalla del celular, llueve sopa y salgo a la calle con un tenedor;0;53797.0;1447314264.0;mechi;este año rompi   veces pantalla celular  llueve sopa salgo calle con tenedor 
Algo mas lindo que dormir con lluvia?;0;26087.0;1.0548127595384422e+18;mechi;algo mas lindo dormir con lluvia  
Amo los dias de lluvia💚;0;28118.0;3185059335.0;mechi;amo dias lluvia \U0001f49a 
AMO CAMINAR BAJO LA LLUVIA❤🌧;0;91915.0;152792003.0;mechi;amo caminar bajo lluvia \u2764 \U0001f327 
No es año nuevo sin lluvia;0;108220.0;2560181047.0;mechi;no año nuevo sin lluvia 
Creo q lo mas lindo fue ver la lluvia de estrellas con mis amigas;0;71759.0;9.410159911815946e+17;mechi;creo mas lindo fue ver lluvia estrellas con mis amigas 
Me desperté hoy por la tormenta y ahora por un vecino gritando VAMOS BOKEEE. Buen día;0;935.0;2949295331.0;fede;me desperte hoy tormenta ahora vecino gritando vamos bokeee  buen dia 
Densa la lluvia;1;1590.0;1563957235.0;fede;densa lluvia 
QUE LINDA TORMENTA SE VIENE;0;93264.0;1.0082428055238656e+18;fede;que linda tormenta viene 
El viento fresco con lluvia 😍😍;0;7009.0;9.465750955684004e+17;fede;el viento fresco con lluvia  \U0001f60d \U0001f60d 
Hola querés que hoy a las 2 am  vallamos a cualquier lugar a ver la Lluvia de estrellas juntxs  ? 🌌🤔;0;79898.0;1.0732208788953416e+18;fede;hola queres hoy   am vallamos cualquier lugar ver lluvia estrellas juntxs    \U0001f30c \U0001f914 
Que cosa linda estar tirada en la cama escuchando como llueve 😊;1;4557.0;1.0287022606190346e+18;fede;que cosa linda estar tirada cama escuchando como llueve  \U0001f60a 
Con lluvia y vos ahrrrrr;0;14686.0;167910600.0;fede;con lluvia ahrrrrr 
Lo más lindo de esta lluvia que tengo la compañía de Leonel😍;1;14193.0;3941128636.0;fede;lo mas lindo lluvia tengo compañia leonel \U0001f60d 
Que hermoso es entrenar con lluvia😍;0;11702.0;9.81279411113812e+17;fede;que hermoso entrenar con lluvia \U0001f60d 
"Triunfo de Pechito bajo la lluvia en China
https://t.co/Pg70woPANO

El Toyota número 7 de José Maria López, Mike Conway y Kamui Kovayashi fue el vencedor de las 6 Hs de Shanghai por delante del otro auto del equipo, en una carrera epica bajo la lluvia que fue interrumpida... https://t.co/69VfXpqvPs";0;39105.0;1692603307.0;fede;triunfo pechito bajo lluvia china  toyota numero   jose maria lopez  mike conway kamui kovayashi fue vencedor   hs shanghai delante otro auto equipo  carrera epica bajo lluvia fue interrumpida     
No lo uso y de pedo lo usan para llevarme a la escuela los días de lluvia 🤷🏼 https://t.co/jTmkPKcCap;0;58264.0;1.0623759938794742e+18;fede;no uso pedo usan llevarme escuela dias lluvia  \U0001f937 \U0001f3fc  
@JereDepetris Que verga, era joda y se lo tomo a pecho la lluvia;0;5082.0;1560547957.0;fede; verga  era joda tomo pecho lluvia 
"2.800.000 más de pobres en un año...culpa de una tormenta de mierda 
#PobrezaCero un chamuyo más de este gobierno nefasto.
#UCA";0;79498.0;901130408.0;fede;          mas pobres año   culpa tormenta mierda  pobrezacero chamuyo mas gobierno nefasto   uca 
Gracias lluvia, pero hoy no te necesito;1;79709.0;1.0596232947883418e+18;fede;gracias lluvia  pero hoy no necesito 
Con esta lluvia está solo para mates y tortas fritas!! 🤤😋😊;1;47113.0;1.0591513706521887e+18;fede;con lluvia solo mates tortas fritas    \U0001f924 \U0001f60b \U0001f60a 
El desopilante relato de una tormenta en Córdoba https://t.co/Tdw1a2297n https://t.co/YshnkAeK8K;0;59956.0;196787564.0;fede;el desopilante relato tormenta cordoba   
Lo que me faltaba, que me agarrre la lluvia de short. Buen lunes hente;0;86579.0;446477694.0;fede;lo faltaba  agarrre lluvia short  buen lunes hente 
Vivir en piso 10 con esta tormenta no se lo deseo a nadie, los tkm;1;72442.0;1.0660188350090281e+18;fede;vivir piso    con tormenta no deseo nadie  tkm 
"#SantaFe @SantaFeCiudad datos de lluvia caída hasta las 22.30. En el Palacio Municipal 40,75 mm; Alto Verde 36,75 mm; en el Hospital de Niños 40,25 mm y en el CIC de Facundo Zuviría 48,50 mm. A las 3.05 se registraron las ráfagas de viento más fuerte: 56.1 km/h. del sector SE";0;24454.0;81246635.0;fede; santafe  datos lluvia caida hasta        palacio municipal        alto verde        hospital niños       cic facundo zuviria             registraron rafagas viento mas fuerte        sector 
Después de la tormenta siempre sale el sol!! 😊;0;70100.0;2867467469.0;fede;despues tormenta siempre sale sol    \U0001f60a 
Espero que esta noche la tormenta no me decepcione.;0;41203.0;1663954141.0;fede;espero noche tormenta no decepcione  
"@metromedio llueve de ""ella es tan cargosa"" @sebastiancodex";0;93034.0;132230466.0;fede; llueve  ella tan cargosa   
Esta tormenta mi amorrrrrrr😍😍;0;70601.0;1611566232.0;fede;esta tormenta amorrrrrrr \U0001f60d \U0001f60d 
Llueve JUSTO cuando tengo que salir, esa suerteee;1;16834.0;404414624.0;fede;llueve justo cuando tengo salir  esa suerteee 
"caminé abajo de la lluvia 15 cuadras para venir a tomar el colectivo, me vine en crocs para no mojar las zapatillas, me resbalé, y me caí, y encima, llegué, y se me pasó el colectivo ajsjajdjaj
 todo por amor😬♥";0;83314.0;9.050443594014024e+17;fede;camine abajo lluvia    cuadras venir tomar colectivo  vine crocs no mojar zapatillas  resbale  cai  encima  llegue  paso colectivo  todo amor \U0001f62c \u2665 
Q lindo verlo todo cagado porq se le viene la tormenta feminista encima ❤️ Me hizo el día 🙃 https://t.co/YwfyD3yiRS;0;62561.0;127958424.0;fede;q lindo verlo todo cagado porq viene tormenta feminista encima  \u2764  hizo dia  \U0001f643  
Cierro mi pieza con llaves porque mi hermano me roba indumentaria por ende nadie puede entrar a cerrar la ventana que deje abierta, la inundacion que debe haber ni quiero saberlo.;0;47287.0;1618616653.0;fede;cierro pieza con llaves porque hermano roba indumentaria ende nadie puede entrar cerrar ventana deje abierta  inundacion debe haber ni quiero saberlo  
Esta lluvia culiada no quiere parar...;1;85246.0;9.567873979325276e+17;fede;esta lluvia culiada no quiere parar    
El aire y el ruido de la lluvia me vuelvo looooooooooca;1;29003.0;9.686713229592207e+17;fede;el aire ruido lluvia vuelvo looooooooooca 
@FiammaIrrazabal Y terrrrible tormenta se viene, eso sí que es ser salada 🙅‍♀️;0;40512.0;460815416.0;fede; terrrrible tormenta viene  eso si ser salada  \U0001f645 \u200d \u2640  
@Nicorojas000 Día soleado con una máxima de 33°c Y con poca probabilidad de lluvia;0;67217.0;1534042933.0;fede; dia soleado con maxima     con poca probabilidad lluvia 
Tengo ganas de comer algo dulce,en mi casa no hay nadie y encima llueve para salir a comprar algo;1;84697.0;1674261308.0;fede;tengo ganas comer algo dulce casa no hay nadie encima llueve salir comprar algo 
@DanielAsturzzi Jaaaaaaaa pregunté por la lluvia! La tormenta me da terror!!!! El viento los truenos! Todo!!!! Pero dormir con el ruido de la lluvia de fondo... glorioso!;1;5067.0;7.750433282870559e+17;fede; jaaaaaaaa pregunte lluvia  tormenta terror     viento truenos  todo     pero dormir con ruido lluvia fondo    glorioso  
Con lluvia y todo salimos primeras.!❤🏑❤;0;50354.0;1.0498043291699692e+18;fede;con lluvia todo salimos primeras   \u2764 \U0001f3d1 \u2764 
